Who Opened The First Cinema In Paris In 1895?	The Lumiere Brothers	The Warner Brothers	The Cannes Brothers	The Canal Brothers
What word is used in the NATO Phonetic Alphabet for the letter U?	Uniform	Unable	Underneath	Umbrella
Where is Capitol Hill?	Washington DC	New York City	Brussels	Geneva
Which word is defined as 'loudness and clarity of enunciation'?	Lamprophony	Doodle Sack	Donkey Engine	Lackadaisical
Named after the mallow flower, mauve is a shade of what?	Purple	Red	Brown	Pink
What is the weight of a Gold Bar in Fallout: New Vegas?	35 Pounds	30 Pounds	40 Pounds	32.50 Pounds
According to the 2014-2015 Australian Bureau of Statistics, what percentage of Australians were born overseas?	28%	13%	20%	7%
The Swedish word "Grunka" means what in English?	Thing	People	Place	Pineapple
Which church's interior in Vatican City was designed in 1503 by renaissance architects including Bramante, Michelangelo and Bernini?	St. Peter's Basilica	Catania Cathedral	St. Mark’s Basilica	The Duomo of Florence
The word "abulia" means which of the following?	The inability to make decisions	The inability to stand up	The inability to concentrate on anything	A feverish desire to rip one's clothes off
Which one of these Swedish companies was founded in 1943?	IKEA	H & M	Lindex	Clas Ohlson
The Quadrangularis Reversum is best described as which of the following?	A percussion instrument	A building in Oxford University	A chess move	A geometric theorem
Which of the following  British Monarchs never appeared on a circulated pound sterling coin?	Edward VIII	Victoria	George VI	Charles II
What type of dog is 'Handsome Dan', the mascot of Yale University?	Bulldog	Yorkshire Terrier	Boxer	Pug
What does the Latin phrase "Veni, vidi, vici" translate into English?	I came, I saw, I conquered	See no evil, hear no evil, speak no evil	Life, liberty, and happiness	Past, present, and future
Which of the following is an existing family in "The Sims"?	The Goth Family	The Family	The Simoleon Family	The Proud Family
When was "YouTube" founded?	February 14, 2005	May 22, 2004	September 12, 2005	July 19, 2009
What is the most commonly used noun in the English language?	Time	Home	Water	Man
Chartreuse is a color between yellow and what?	Green	Red	Black	Purple
Disney's Haunted Mansion is home to a trio of Hitchhiking Ghosts. Which of these is NOT one of them?	Harry	Gus	Phineas	Ezra
How many calories are in a 355 ml can of Pepsi Cola?	150	200	100	155
What is the romanized Chinese word for "airplane"?	Feiji	Qiche	Zongxian	Huojian
De Eemhof, Port Zelande and Het Heijderbos are holiday villas owned by what company?	Center Parcs	Yelloh Village	Keycamp	Villa Plus
In "Resident Evil 3", how many inventory slots does Jill have at the start of the game?	10	6	8	12
Virtual reality company Oculus VR lost which of it's co-founders in a freak car accident in 2013?	Andrew Scott Reisse	Nate Mitchell	Jack McCauley	Palmer Luckey
Electronic music producer Kygo's popularity skyrocketed after a certain remix. Which song did he remix?	Ed Sheeran - I See Fire	Marvin Gaye - Sexual Healing	Coldplay - Midnight	a-ha - Take On Me
In "Battle Cats", what is Moneko / MISS Moneko's critical percentage rate?	15%	20%	10%	25%
What is the airspeed velocity of an unladen swallow?	24 MPH	15 MPH	20 MPH	200 MPH
Where is Apple Inc. headquartered?	Cupertino, California	Redwood City, California	Redmond, Washington	Santa Monica, CA
The word "aprosexia" means which of the following?	The inability to concentrate on anything	The inability to make decisions	A feverish desire to rip one's clothes off	The inability to stand up
In flight systems, what does the initialism "TCAS" stand for?	Traffic Collision Avoidance System	Traffic Communication Alert System	Traffic Configuration Alignment System	Traffic Call-sign Abbreviation System
Which of the following is not another name for the eggplant?	Potimarron	Brinjal	Guinea Squash	Melongene
Before the 19th Century, the "Living Room" was originally called the...	Parlor	Open Room	Sitting Room	Loft
What was Bank of America originally established as?	Bank of Italy	Bank of Long Island	Bank of Pennsylvania	Bank of Charlotte
Originally another word for poppy, coquelicot is a shade of what?	Red	Green	Blue	Pink
Sciophobia is the fear of what?	Shadows	Eating	Bright lights	Transportation
How long did it take the motorized window washers of the original World Trade Center to clean the entire exterior of the building?	1 Month	3 Weeks	1 Week	2 Months
In the MMO RPG "Realm of the Mad God", what dungeon is widely considered to be the most difficult?	The Shatter's	Snake Pit	The Tomb of the Acient's	The Puppet Master's Theater
The word "astasia" means which of the following?	The inability to stand up	The inability to make decisions	The inability to concentrate on anything	A feverish desire to rip one's clothes off
Which product did Nokia, the telecommunications company, originally sell?	Paper	Phones	Computers	Processors
Who founded the Khan Academy?	Sal Khan	Ben Khan	Kitt Khan	Adel Khan
How many notes are there on a standard grand piano?	88	98	108	78
Which film star has his statue in Leicester Square?	Charlie Chaplin	Paul Newman	Rowan Atkinson 	Alfred Hitchcock
Which of these banks are NOT authorized to issue currency notes in Hong Kong?	OCBC	HSBC	Standard Chartered	Bank of China
Which musician has collaborated with American producer Porter Robinson and released the 2016 song "Shelter"?	Madeon	Mat Zo	deadmau5	Zedd
What is the romanized Arabic word for "moon"?	Qamar	Najma	Kawkab	Shams
Nephelococcygia is the practice of doing what?	Finding shapes in clouds	Sleeping with your eyes open	Breaking glass with your voice	Swimming in freezing water
Which of the following languages does NOT use gender as a part of its grammar?	Turkish	German	Danish	Polish
Located in Chile, El Teniente is the world's largest underground mine for what metal?	Copper	Iron	Nickel	Silver
If you planted the seeds of Quercus robur, what would grow?	Trees	Grains	Vegetables	Flowers
What year was the RoboSapien toy robot released?	2004	2000	2001	2006
Which of the following chemicals are found in eggplant seeds?	Nicotine	Mescaline	Cyanide	Psilocybin
What year was Queen Elizabeth II born?	1926	1923	1929	1930
According to Fair Works Australia, how long do you have to work to get Long Service Leave?	7 years	2 years	8 years	6 months
What is the romanized Korean word for "heart"?	Simjang	Aejeong	Jeongsin	Segseu
If someone said "you are olid", what would they mean?	You smell extremely unpleasant.	You are out of shape/weak.	Your appearance is repulsive.	You are incomprehensible/an idiot.
Which of these cities does NOT have a United States Minting location?	St. Louis, MO	San Fransisco, CA	Philidelphia, PA	West Point, NY
The words "bungalow" and "shampoo" originate from the languages of which country?	India	Papua New Guinea	Ethiopia	China
What was the third country to have a McDonald's restaurant?	Costa Rica	Japan	France	Australia
KLM Is The National Airline Of Which Country?	The Netherlands 	Belgium	Sweden	Spain
In which country was natural gas first used as a source of energy?	China	Greece	The USA	Britain
Which word is defined as 'two dozen sheets of paper'?	Quire	Whiffler	Ragamuffin	Ragamuffin
What does the term 'D.B.A.' stand for in the legal industry?	Doing Business As	Demanding Better Accountability	Direct Business Action	Digital Business Analytics
What type of paper do you need to cook fish en papillote, in order to seal in the flavor and juices?	Parchment paper	Newspaper	Rice paper	Wrapping paper
What is the art of clipping trees and hedges?	Topiary	Compostation	Drapery	Pottery
What was the real name of Eric Morecambes partner?	Ernest Wiseman	Jeffrey Wallis	Lars Friedel	Matthew Flaunt
Which reindeer isn't mentioned in the poem 'The Night Before Christmas''	Rudolph	Blitzen	Donner	Dancer
What is the term for an exaggeration that uses extreme words and expressions?	Hyperbole	Metaphor	Simile	Personification
Which word is defined as 'a small auxiliary engine on a ship'?	Donkey Engine	Gabelle	Grommet	Yarborough
According to the nursery rhyme, who, 'sat in the corner eating a Christmas Pie''?	Little Jack Horner	Humpty Dumpty	Jack	Happy Hungry Harry
What word is used in the NATO Phonetic Alphabet for the letter X?	X-ray	Xzylophone	Xenophobe	Xylose
In 1968 Which British Coin Was Introduced To Replace The Ten Shilling Note?	50 Pence	£2	20 Pence	15 Pence
Which word is used to describe early achievement in children?	Precocious	Prodigious	Intelligent	Miraculous
Which word is defined as 'coarsely abusive language'?	Billingsgate	Ragamuffin	Pauciloquent	Collywobbles
How Is St Sylvester's Day Otherwise Known?	New Years Eve	Boxing Day	Easter Monday	Shrove Tuesday
How many days will it be before an analogue clock losing 30 minutes a day shows the right time again?	24	12	30	365
What middle initial is shared by film director Cecil DeMille and basketball star Kobe Bryant?	B	C	D	E
What is the name of the component under which you'll find the ends of the spark plug wires?	Distributor cap	Engine cover	Oil filter	Air intake manifold
What is a word refers to a decorative structure that can hang above a baby's crib?	Mobile	Chandelier	Lampshade	Pendant
What is a monotreme?	An egg laying mammal	A single sailed boat	A form of colour blindness	A stringed instrument
From the Christmas Carol "Good King Wenceslas", where was Good King Wenceslas the King of?	Bohemia	Prussia	Silesia	Moravia
What word is used in the NATO Phonetic Alphabet for the letter C?	Charlie	Catalog	Criminal	Cart
Which word is defined as 'making money in any way that you can'?	Quomodocunquizing	Agastopia	Snickersnee	Jentacular
What word is used in the NATO Phonetic Alphabet for the letter W?	Whiskey	Wizard	Warlock	Womble
What is the French term for a killing stroke delivered as a merciful act?	Coup de grâce	Tête à tête	Entente cordiale	Merci beaucoup
What is the name given to a heat wave that occurs in autumn?	Indian summer	Mercury summer	Roman summer	Alaska summer
How Old Was James Dean When He Died?	24	27	20	30
Which US President is quoted as saying "I'm President of the United States, and I'm not going to eat any more broccoli!"?	George H.W. Bush	Barack Obama	Bill Clinton	Donald Trump
Which of these adjectives means "close to fainting or lightheaded"?	Woozy	Parched	Zealous	Nauseous
What is the familiar expression for something that draws attention away from the main issue?	Red Herring	Blue Lobster	Green Shrimp	Yellow Squid
What word refers to the tense used in phrases like 'she had departed'.	Pluperfect	Past perfect	Present perfect	Future perfect
Which word is defined as 'genetically modified food'?	Frankenfood	Finifugal	Macrosmatic	Poppycock
In phonetics, the m in 'mother' is an example of what kind of sound?	nasal	fricative	affricative	plosive
What Does Dracula Mean?	Son of the Dragon	Evil Eyes	Blood Hunger	Lord of the Tower
Which computer company was set up by Steven Jobs and Stephen Wozniak?	Apple	Blackberry	Microsoft	Google
What is the term for the polishing and cutting of stones and gems?	Lapidary	Byzantine	Iconography	Philately
In phonetics, which of these is an example of an approximant sound?	The r in 'red'	The ch in 'cheese'	The t in 'train'	The sh in 'shop'
In cockney rhyming slang what are 'Mince Pies'?	Eyes	Skies	Lies	Flies
In HVAC what do the letters AC stand for?	Air conditioning	Asbestos control	Allergen correction	Audio capabilities
What mistake did Coca-Cola make in 1985?	New Coke	Aqua Cola	Dasani	Orange Cola
What is the term for a list of places to visit on a journey?	Itinerary	List	Voyage	Menu
Which word is defined as 'to disconcert of confuse'?	Discombobulate	Cacophony	Dragoman	Dragoman
Which phrase is often used to mean that one cannot use something up and still have it available afterwards?	"You can't have your cake and eat it too"	"Waste not, want not"	"A penny saved is a penny earned"	"Actions speak louder than words"
What Is A Female Goat Called?	A Nanny	A Billy	A Gertie	A Hattie
Which expert should you call if you're building with stone?	Mason	Carpenter	Electrician	Plumber
When visiting Finland, Santa leaves his sleigh behind and rides on what?	A goat	A goose	A broomstick	Rudolph
Which iconic sports car designed by Carroll Shelby was produced during the 1960s?	Cobra	Mustang	Charger	Thunderbird
What is the sound made by a horse when it 'whinnies'?	Neigh	Moo	Baa	Oink
Which word is defined as 'a tightrope walker'?	Funambulist	Gubbins	Kerfuffle	Hullaballoo
What is the term for the art or study of using language to persuade, which comes from the Greek word for "orator"?	Rhetoric	Didactic	Syntax	Semantics
What is Myrrh?	Gum resin	Herb	Incense	Precious Metal
What is the idiom used to describe a situation where there is little difference between two options or choices?	Six of one, half dozen of another	A penny for your thoughts	A bird in the hand is worth two in the bush	Don't put all your eggs in one basket
What is the Spanish word for 'reddish-brown' that signifies a cigar class?	Colorado	Blanco	Negro	Verde
Which word is defined as 'uttering few words; brief in speech'?	Pauciloquent	Grommet	Lackadaisical	Borborygmus
In language, 'me' is which type of pronoun?	First person	Second person	Third person	Plural
Of What Is A Jenny The Female?	Donkey	Sheep	Goat	Horse
In phonetics, which of these is an example of an affricative sound?	The ch in 'cheese'	The v in 'village'	The y in 'yellow'	The b in 'boat'
Philippe Bourguignon left the chairmanship of Eurodisney to join which group of resorts?	Club Med	Holiday Inn Resorts	Ski.com	Radisson Blu Resorts
Who was born with the name Cassius Clay?	Mohammed Ali	Bob Dylan	Woody Allen	Prince
The words "Myrrh is mine, its bitter perfume breathes of life, of gathering gloom___" come from which Christmas carol?	We Three Kings	I Saw Three Ships	Once In Royal David's City	Good King Wenceslas
How Old Was Playboy Founder Hugh Hefner When He Launched The First Edition Of 'Playboy''?	27	15	47	70
Although the Poodle is widely associated with France, in which country is it believed to have originated?	Germany	Egypt	India	Spain
What was the name of the domestic videocassette tape recorder system introduced by Sony in 1975?	Betamax	VHS	SuperMotion	Videoman
What does the name Dracula mean in Romanian? 	Son of the Dragon	The Beast	Blood Snatcher	Night Lord
What Sort Of Animal Was Tarka?	Otter	Squirrel	Turtle	Bear
Which word is defined as 'an interpreter or professional guide for travelers'?	Dragoman	Smicker	Grommet	Ragamuffin
What word is used in the NATO Phonetic Alphabet for the letter D?	Delta	Dog	Danube	Dig
Which word is defined as 'a morbid fear of dinner parties'?	Deipnophobia	Cacophony	Cabotage	Futz
What type of comparison is the phrase 'He was like an eagle chained to the ground' an example of?	A simile	A metaphor	An analogy	A hyperbole
A 42 foot sperm whale has about 7 tons of __________ in it.	Oil	Blood	Sperm	Water
What is the name of the component under which you'll find the ends of the spark plug wires?	Distributor cap	Engine cover	Oil filter	Air intake manifold
Where did the first atomic bomb explode?	New Mexico	Nagasaki	Hiroshima	Bikini Atoll
Which word is defined as 'making money in any way that you can'?	Quomodocunquizing	Agastopia	Snickersnee	Jentacular
What is the fancy name for women's underwear, which is derived from a French word?	Lingerie	Corsetry	Foundation garments	Intimates
Green Room, Crystal Cathedral & Walking The Dog are all terms from what?	Surfing	Yoga	Piano Playing	Ballroom Dancing
What is the expression used to describe a check that failed to clear due to insufficient funds?	bounced	delayed	rejected	invalid
What does 'DMZ' stand for?	De Militarized Zone	Definite Multivariate Zone	Deregulated Monetary Zone	Decompression Minimum Zone
As of 2023, what is the most used web browser?	Google Chrome	Mozilla Firefox	Microsoft Edge	Safari
Which country was served by Olympic Airlines?	Greece	Italy	Spain	Egypt
What word is used in the NATO Phonetic Alphabet for the letter S?	Sierra	Serious	Silly	Salt
What engineering achievement made it much easier to sail between the Atlantic and Pacific oceans?	The Panama Canal	The Golden Gate Bridge	The Bay Bridge	The Sacramento-San Joaquin Delta
Which word is defined as 'loudness and clarity of enunciation'?	Lamprophony	Doodle Sack	Donkey Engine	Lackadaisical
Which word is defined as 'pretentious nonsense'?	Taradiddle	Macrosmatic	Donkey Engine	Tittynope
Which word, borrowed from Spanish, means "insane"?	Loco	Fiesta	Amigo	Churro
Which word is defined as 'of, pertaining to, or resembling a hedgehog'?	Erinaceous	Sprunt	Whippersnapper	Frankenfood
What word is used in the NATO Phonetic Alphabet for the letter U?	Uniform	Unable	Underneath	Umbrella
What is the name of the shoulder-held weapon used for firing armor-piercing rockets?	Bazooka	Grenade	Mortar	HIMARS
Which word is defined as 'admiration of a particular part of someone’s body'?	Agastopia	Dragoman	Oxter	Jentacular
What Is Measured Using The Troy System?	Precious Metals	Radiation	Wind Strength	Acidity
What Is The Scirocco?	A Wind 	A Dance	An Art Movement	A Mythical Creature
What word is used in the NATO Phonetic Alphabet for the letter Y?	Yankee	Yearly	Yum	Yurt
What middle initial is shared by film director Cecil DeMille and basketball star Kobe Bryant?	B	C	D	E
Which word is defined as 'fish parings or refuse'?	Gubbins	Gardyloo	Obelus	Smicker
Which word is defined as 'somebody who walks in front of you through a crowd'?	Whiffler	Firman	Salopettes	Donkey Engine
What type of baby product is Huggies?	Diapers	Formula Milk	Medicine	Food
In cockney rhyming slang what are 'Mince Pies'?	Eyes	Skies	Lies	Flies
In French, what does the word 'qui' translate to?	Who	What	When	Where
What is the name of the university formerly known as Trinity College, which was named after a tobacco family that donated millions to the school?	Duke	Harvard	Yale	Princeton
Where did the famous witch trials of New England take place?	Salem	Greensboro	Alexandria	Wilmington
What is the fancy name for women's underwear, which is derived from a French word?	Lingerie	Corsetry	Foundation garments	Intimates
What word is used in the NATO Phonetic Alphabet for the letter B?	Bravo	Boot	Ball	Baby
Which US President is quoted as saying "I'm President of the United States, and I'm not going to eat any more broccoli!"?	George H.W. Bush	Barack Obama	Bill Clinton	Donald Trump
What Do Dutch Children Traditionally Put Out For Santa To Fill?	Clogs	Feather Caps	Empty truckles of edam	Leather cups
What is Myrrh?	Gum resin	Herb	Incense	Precious Metal
Who did the singer Lulu marry in 1969?	Maurice Gibb	Tom Jones	Paul McCartney	Brian Wilson
What is the geological term meaning 'to wear away'?	Erode	Erupt	Elevate	Emanate
Which word is defined as 'a bad-tempered person'?	Curmudgeon	Bumfuzzle	Borborygmus	Deipnophobia
What term means to prudishly edit vulgar bits out of a written work, named after someone who did it to Shakespeare?	Bowdlerize	Censor	Redact	Amend
Which word is defined as 'an old Scots term meaning to look at somebody while they’re eating in the hope that they’ll give you some of their food'?	Groke	Quomodocunquizing	Nudiustertian	Macrosmatic
In HVAC what do the letters AC stand for?	Air conditioning	Asbestos control	Allergen correction	Audio capabilities
What grammatical unit can be simple, compound or complex?	Sentence	Word	Conjunction	Clause
Which word is defined as 'to waste time or busy oneself aimlessly'?	Futz	Discombobulate	Cabotage	Jentacular
What is the plural of "radius"?	Radii	Radies	Radiusses	Radiants
Which word is defined as 'to engage in cut-and-thrust fighting with knives'?	Snickersnee	Curmudgeon	Xertz	Cattywampus
What is the slang term commonly used for a tornado?	Twister	Spinster	Twirlster	Rollster
What is the Latin term for "the arm"?	Bracchium	Caput	Pedis	Oculus
Which BBC Weather Man Famously Denied Reports Of A Possible Hurricane In 1987?	Michael Fish 	Gordon Jones	Harry Mortimer	Brian Daniels
Which character invariably misused english words?	Mrs Malaprop	Mrs Uninten	Mrs Misparl	Mrs Anagob
Which word is defined as 'copious but meaningless talk or writing'?	Argle-bargle	Quomodocunquizing	Valetudinarian	Agastopia
After whom was America named?	Amerigo Vespucci	Aymeric Santiago	Merica Bonnuci	Amir Icarlo
Which word is defined as 'having an unfriendly disposition'?	Ill-willie	Fipple	Oxter	Octothorpe
What is the name of the university formerly known as Trinity College, which was named after a tobacco family that donated millions to the school?	Duke	Harvard	Yale	Princeton
Which word is defined as 'used in Edinburgh as a warning cry when it was customary to throw slops from the windows into the streets'?	Gardyloo	Halfpace	Oxter	Nudiustertian
The Average Woman Has 9 Pints Of Blood, How Much Has The Average Man	12 Pints	9 Pints	7 Pints	10 Pints
What is the basic unit of currency for Afghanistan?	Afghani	Rial	Dinar	Derum
What is the Spanish word for "thank you"?	Gracias	Por favor	Adios	Hola
Which of these architectural features is an outdoor corridor or gallery with a fully covered roof  and an outer wall that is open to the elements?	Loggia	Terrace	Gazebo	Patio
What is the type of lock that has no spring and typically uses a bar that either moves horizontally or vertically?	Deadbolt	Padlock	Combination lock	Digital lock
What French word means 'to feel sorry for' and means 'street' in France?	Rue	Avenue	Boulevard	Lane
Which word is defined as 'an old Scottish word meaning to chase girls around among the haystacks after dark'?	Sprunt	Bumfuzzle	Salopettes	Kakorrhaphiophobia
What Does Dracula Mean?	Son of the Dragon	Evil Eyes	Blood Hunger	Lord of the Tower
What middle initial is shared by film director Cecil DeMille and basketball star Kobe Bryant?	B	C	D	E
How many astronauts manned each Apollo flight?	Three	Four	Five	Six
What is the basic unit of currency for Turkey?	Lira	Dinar	Dollar	Rial
What body part are you said to have 'in the door' if you're lucky, and 'in the grave' if you're not?	a foot	a hand	an ear	a nose
What word is used in the NATO Phonetic Alphabet for the letter J?	Juliett	Jump	Jericho	Jolly
What is the result of the mathematical operation obtained by subtracting the number of Snow White's dwarfs from the original title number of 'Disney Dalmatians'?	94	97	89	91
Which computer company was set up by Steven Jobs and Stephen Wozniak?	Apple	Blackberry	Microsoft	Google
What is the meaning of the term 'bon mot'?	A quip	A type of hat	A food dish	A dance move
Which American Military Academy was established in 1802 on the Hudson river?	West Point	East Point	North Point	South Point
Which popular games console was released by Nintendo in 1998?	Game Boy	Atari 2600	Sega Genesis	PlayStation
Which word is defined as 'a morbid fear of dinner parties'?	Deipnophobia	Cacophony	Cabotage	Futz
Where did the first atomic bomb explode?	New Mexico	Nagasaki	Hiroshima	Bikini Atoll
What does psychoprophylaxis teach a mother to control and relax during pregnancy and childbirth?	Breathing	Pushing	Emotions	Noise
What is the world's largest library, with over 115 million volumes on 532 miles of bookshelves?	Library of Congress	The British Library	The New York Public Library	The Vatican Library
What is the state or quality of being all-powerful?	Omnipotence	Omniscience	Omnipresence	Omnivore
Which word is defined as 'somebody who walks in front of you through a crowd'?	Whiffler	Firman	Salopettes	Donkey Engine
Which word is defined as 'making money in any way that you can'?	Quomodocunquizing	Agastopia	Snickersnee	Jentacular
What is a monotreme?	An egg laying mammal	A single sailed boat	A form of colour blindness	A stringed instrument
What type of animal is a caribou?	A Reindeer	A Whale	A Mouse	A Spider
Cocci, Spirilla, and Streptococci are types of what?	Bacteria	Virus	Blood Cell	Gland
Who was forced by the inquisition to recant his belief in the Copernican Theory?	Galileo	Einstein	Michaelangelo	Plato
Who invented the centigrade scale?	Anders Celsius	Celso de Gama	Max Gradel	Hoff Zimmerman
Magnetite, which is noted for its natural magnetism, is an important ore of which metal?	Iron	Copper	Gold	Aluminum
What is Axiology the study of?	The nature of value	Existence	Very low temperatures	Neural diseases
What is a female walrus known as?	A Cow	A Worker	A Jenny	A Soar
A young cockroach is known as what?	A Nymph	A Kitten	A Hatchling	A Chick
Who developed the polio vaccine?	Jonas Salk	Edward Jenner	Alexander Fleming	Louis Pasteur
What is Sinology the study of?	China	fossil footprints, tracks and burrows	the moon	everything
Who discovered Penicillin?	Alexander Fleming	Robert Fulton	Stephanie Kwolek	James Watt
What is the common name for the scapula?	Shoulder blade	Ribs	Collar Bone	Kneecap
What is Formicology the study of?	Ants	Wine	Water	Algae
What is the name of the minute organisms found drifting near the surface of seas and lakes? 	Plankton	Fishes	Algae	Larvae
Where Is The Natural Habitat Of The Cheese Plant?	Central America	Africa	Indonesia	Japan
What is Proctology the study of?	the hind regions (rectum, anus, colon and pelvic floor) of the body	the functions of the nervous system	grasses	crime
Which of the following is a symptom of asthma?	Shortness of breath	Fever	Weight loss	Headache
A male seal is known as what?	A Bull	A Tom	A Macho	A Buck
What is the term for the group of plants that catch and digest insects?	Carnivorous	Trap	Pitcher	Belljar
What is the word for a male eagle?	A Tiercel	A Macho	A Cock	A Billy
What would you call a male manatee?	A Bull	A Hob	A Cob	A Billy
What Does A Butterfly Use To Taste?	Feet	Antennae	Nose	Anus
What is the word for a group of pigs?	A litter	A swarm	A flight	A watch
A male sea lion is known as what?	A Bull	A Drone	A Tiercel	A Rooster
What is Batology the study of?	Brambles	Vaccines	Christianity	Pollen
What part of the body is affected by dermatitis?	Skin	Hair	Heart	Feet
What part of the body does carditis affect?	Heart	Soul	Blood	Eyes
What is Vexillology the study of?	Flags	Spiders	Languages	God
What is the term used for a burn in which only the epidermis is affected?	a first-degree burn	a flesh wound	a contact burn	a cut
What is testosterone?	A hormone	A gland	An amino acid	A sugar
What is balneology the study of?	The thereputic effects of bathing	Plasma	Balinese culture	Victims of crime
A female mule is known as what?	A Jenny	A Cow	A Sow	A Hembra
What is the medical term for the condition that causes heartburn?	Acid reflux	Heart disease	Pneumonia	Gastritis
What is the mathematical term used to describe the shape of a cell in a honeycomb? 	Hexagon	Pentagon	Octagon	Dodecahedron
What would you call a baby owl?	An Owlet	A Caterpillar	A Codling	A Colt
What is Phytopathology the study of?	plant diseases	flies	schematic layouts	nerves
What is the biggest planet in the Solar System?	Jupiter	Saturn	Uranus	Neptune
In which organ is a pulmonary disease located?	Lung	Heart	Liver	Brain
From what animal is ambergris obtained?	Sperm Whale	Anaconda	Silverback Gorilla	Tortoise
What is the word for a group of cubs?	A litter	A flight	A barren	A bevy
Who Invented The ZX80, The First Widely Available Personal Computer?	Clive Sinclair	Tim Berners Lee	Alan Sugar	Bill Gates
Which moon is our solar system's most cratered satellite?	Callisto	Io	Luna	Titan
How Many Chambers Are There In Your Heart?	4	2	3	1
What Type Of Insects Are Hawkers, Clubtails, Biddies, Emeralds, Darts & Skimmers	Dragon Flies	Ants	Woodlice	Beetles
Which space shuttle, commanded by John Young, was the first manned U.S. spacecraft to land on land on April 14, 1981?	Columbia	Challenger	Discovery	Endeavour
A young otter is known as what?	A Pup	A Larva	A Farrow	A Joey
Which Insect Has A Pair Of Prominent Pincers At The Tip Of It's Abdomen?	Earwig	Ant	Praying Mantis	Woodlouse
What Communication Aid Was Invented In 1905 By American Undertaker Almon Strowger	The Dial Telephone	The Hearing Aid	The Telegram	The Microphone
What would you call a female zebra?	A Mare	A Worker	A Nanny	A Cow
What term is used to describe a number of skin inflammations and is from the Greek word for 'skin'?	Dermatitis	Eczema	Psoriasis	Acne
